Date,Transaction Description,Category,Amount,Type
2021-07-20,Netflix,Entertainment,40.56,Expense
2020-02-28,Clothes,Shopping,63.51,Expense
2021-05-29,Netflix,Entertainment,95.41,Expense
2020-10-15,Starbucks,Food & Drink,32.23,Expense
2023-02-14,KFC,Food & Drink,10.31,Expense
2024-01-15,Clothes,Shopping,67.45,Expense
2023-03-02,McDonalds,Food & Drink,6.33,Expense
2023-02-02,Clothes,Shopping,60.26,Expense
2021-04-07,Starbucks,Food & Drink,8.65,Expense
2024-07-30,KFC,Food & Drink,74.13,Expense
2023-05-19,Online Shop,Shopping,20.5,Expense
2020-10-22,Netflix,Entertainment,51.52,Expense
2023-12-12,Internet,Utilities,25.56,Expense
2024-07-10,Clothes,Shopping,57.57,Expense
2020-06-16,Cinema,Entertainment,64.78,Expense
2020-09-17,Cinema,Entertainment,29.56,Expense
2020-03-21,Online Shop,Shopping,79.19,Expense
2024-12-27,Clothes,Shopping,78.17,Expense
2020-05-02,Clothes,Shopping,61.99,Expense
2021-11-09,Cinema,Entertainment,35.13,Expense
2024-10-11,KFC,Food & Drink,27.15,Expense
2023-02-12,Electricity Bill,Utilities,58.05,Expense
2022-05-13,Clothes,Shopping,29.25,Expense
2020-02-26,Online Shop,Shopping,64.51,Expense
2022-03-14,Online Shop,Shopping,19.73,Expense
2023-06-29,Starbucks,Food & Drink,75.97,Expense
2021-02-10,KFC,Food & Drink,24.47,Expense
2022-01-03,Starbucks,Food & Drink,65.78,Expense
2024-12-17,Clothes,Shopping,30.34,Expense
2021-07-27,Clothes,Shopping,8.1,Expense
2020-08-06,KFC,Food & Drink,53.36,Expense
2020-03-10,Netflix,Entertainment,75.37,Expense
2022-01-30,Internet,Utilities,79.35,Expense
2023-12-02,Electricity Bill,Utilities,145.3,Expense
2023-02-02,Electricity Bill,Utilities,21.23,Expense
2021-09-22,Netflix,Entertainment,44.08,Expense
2021-12-05,Netflix,Entertainment,129.83,Expense
2022-10-10,Cinema,Entertainment,14.7,Expense
2023-03-15,Electricity Bill,Utilities,12.51,Expense
2021-06-03,Netflix,Entertainment,23.92,Expense
2020-04-20,Netflix,Entertainment,73.73,Expense
2022-07-24,McDonalds,Food & Drink,123.3,Expense
2023-10-21,McDonalds,Food & Drink,122.31,Expense
2022-06-23,Cinema,Entertainment,9.75,Expense
2024-08-16,KFC,Food & Drink,25.93,Expense
2024-08-18,McDonalds,Food & Drink,116.41,Expense
2024-05-30,Netflix,Entertainment,64.18,Expense
2020-06-05,KFC,Food & Drink,66.85,Expense
2023-01-29,Online Shop,Shopping,73.26,Expense
2022-10-12,Cinema,Entertainment,26.02,Expense
2021-02-04,Cinema,Entertainment,61.75,Expense
2020-01-02,Clothes,Shopping,14.0,Expense
2020-07-22,Clothes,Shopping,14.08,Expense
2020-07-11,Internet,Utilities,28.42,Expense
2024-03-18,Cinema,Entertainment,30.42,Expense
2023-03-17,Online Shop,Shopping,57.4,Expense
2024-06-26,Cinema,Entertainment,24.52,Expense
2022-10-14,Internet,Utilities,42.58,Expense
2023-11-03,McDonalds,Food & Drink,11.88,Expense
2020-05-13,Netflix,Entertainment,22.67,Expense
2022-12-29,Electricity Bill,Utilities,6.63,Expense
2024-03-19,Electricity Bill,Utilities,60.54,Expense
2020-08-11,Cinema,Entertainment,70.68,Expense
2020-02-08,KFC,Food & Drink,37.24,Expense
2020-08-24,Netflix,Entertainment,14.11,Expense
2021-03-03,Online Shop,Shopping,34.24,Expense
2024-06-24,Cinema,Entertainment,28.76,Expense
2022-03-27,McDonalds,Food & Drink,104.71,Expense
2023-04-13,Online Shop,Shopping,29.89,Expense
2023-06-30,Cinema,Entertainment,50.33,Expense
2023-12-28,Internet,Utilities,7.53,Expense
2023-12-03,Cinema,Entertainment,100.26,Expense
2020-10-02,McDonalds,Food & Drink,68.42,Expense
2024-11-19,Internet,Utilities,20.61,Expense
2020-10-20,Electricity Bill,Utilities,51.13,Expense
2022-05-03,Internet,Utilities,76.21,Expense
2024-02-18,Electricity Bill,Utilities,108.03,Expense
2023-07-03,McDonalds,Food & Drink,56.94,Expense
2021-02-02,Electricity Bill,Utilities,45.81,Expense
2024-07-19,Clothes,Shopping,11.8,Expense
2021-12-31,Cinema,Entertainment,40.22,Expense
2024-06-06,McDonalds,Food & Drink,71.82,Expense
2021-03-05,Starbucks,Food & Drink,48.24,Expense
2023-11-22,Clothes,Shopping,67.61,Expense
2020-07-31,Clothes,Shopping,6.27,Expense
2020-04-26,Cinema,Entertainment,102.86,Expense
2022-07-15,Electricity Bill,Utilities,26.97,Expense
2024-11-03,McDonalds,Food & Drink,75.74,Expense
2022-04-07,Starbucks,Food & Drink,44.53,Expense
2020-01-13,Netflix,Entertainment,17.61,Expense
2021-03-24,Netflix,Entertainment,9.03,Expense
2022-11-08,Internet,Utilities,77.54,Expense
2023-08-25,Clothes,Shopping,6.94,Expense
2020-09-29,Netflix,Entertainment,26.77,Expense
2022-12-21,Clothes,Shopping,26.68,Expense
2024-06-06,McDonalds,Food & Drink,69.71,Expense
2024-08-20,Cinema,Entertainment,68.96,Expense
2024-09-11,Cinema,Entertainment,75.72,Expense
2020-06-27,Clothes,Shopping,26.54,Expense
2024-05-21,McDonalds,Food & Drink,69.2,Expense
2021-06-12,Electricity Bill,Utilities,20.74,Expense
2023-05-11,Electricity Bill,Utilities,11.21,Expense
2020-05-29,McDonalds,Food & Drink,35.51,Expense
2024-12-08,Electricity Bill,Utilities,93.51,Expense
2023-09-10,Starbucks,Food & Drink,106.67,Expense
2023-04-14,KFC,Food & Drink,79.11,Expense
2024-11-09,McDonalds,Food & Drink,73.9,Expense
2021-12-29,KFC,Food & Drink,30.13,Expense
2020-01-11,Internet,Utilities,78.23,Expense
2024-12-21,McDonalds,Food & Drink,99.6,Expense
2023-12-21,Electricity Bill,Utilities,56.03,Expense
2020-01-09,Online Shop,Shopping,51.17,Expense
2021-02-12,KFC,Food & Drink,79.11,Expense
2021-04-04,Clothes,Shopping,113.42,Expense
2023-11-24,Electricity Bill,Utilities,37.59,Expense
2022-03-04,Internet,Utilities,27.52,Expense
2024-08-18,Online Shop,Shopping,58.12,Expense
2021-12-31,KFC,Food & Drink,79.95,Expense
2021-12-10,Internet,Utilities,23.62,Expense
2020-06-17,Electricity Bill,Utilities,39.5,Expense
2020-10-12,Online Shop,Shopping,38.17,Expense
2020-11-18,McDonalds,Food & Drink,14.33,Expense
2023-12-06,Online Shop,Shopping,13.16,Expense
2023-10-27,KFC,Food & Drink,51.86,Expense
2023-03-26,Online Shop,Shopping,137.2,Expense
2020-08-12,Netflix,Entertainment,36.14,Expense
2022-04-17,Clothes,Shopping,136.84,Expense
2020-12-03,Electricity Bill,Utilities,62.46,Expense
2022-04-30,McDonalds,Food & Drink,126.09,Expense
2023-09-26,Cinema,Entertainment,8.29,Expense
2023-06-02,Clothes,Shopping,15.54,Expense
2020-12-23,Internet,Utilities,49.86,Expense
2020-11-09,Internet,Utilities,30.02,Expense
2023-05-02,Netflix,Entertainment,39.31,Expense
2022-03-18,KFC,Food & Drink,43.23,Expense
2024-07-13,Internet,Utilities,93.5,Expense
2021-12-16,Clothes,Shopping,8.65,Expense
2023-10-25,KFC,Food & Drink,6.54,Expense
2021-05-19,Internet,Utilities,78.24,Expense
2020-07-08,Online Shop,Shopping,19.68,Expense
2024-11-17,Netflix,Entertainment,141.24,Expense
2022-03-31,Electricity Bill,Utilities,13.98,Expense
2021-12-11,KFC,Food & Drink,53.56,Expense
2020-05-20,Internet,Utilities,28.97,Expense
2022-09-09,Netflix,Entertainment,67.75,Expense
2024-08-05,McDonalds,Food & Drink,33.9,Expense
2023-05-14,Internet,Utilities,64.67,Expense
2020-04-18,Clothes,Shopping,77.56,Expense
2020-03-12,Clothes,Shopping,37.42,Expense
2020-02-04,Electricity Bill,Utilities,62.41,Expense
2024-11-07,Cinema,Entertainment,78.24,Expense
2023-01-13,Cinema,Entertainment,78.56,Expense
2022-02-20,Cinema,Entertainment,59.64,Expense
2024-04-27,Netflix,Entertainment,62.05,Expense
2022-01-07,McDonalds,Food & Drink,6.47,Expense
2021-07-17,Cinema,Entertainment,126.6,Expense
2021-11-12,Electricity Bill,Utilities,52.72,Expense
2021-11-30,Internet,Utilities,14.13,Expense
2020-12-27,Netflix,Entertainment,103.99,Expense
2021-06-18,Internet,Utilities,60.81,Expense
2024-04-23,McDonalds,Food & Drink,7.95,Expense
2020-12-04,Netflix,Entertainment,71.96,Expense
2024-06-28,Cinema,Entertainment,38.64,Expense
2024-02-11,KFC,Food & Drink,134.48,Expense
2023-05-25,Online Shop,Shopping,27.36,Expense
2020-07-30,KFC,Food & Drink,42.59,Expense
2024-03-09,Cinema,Entertainment,144.11,Expense
2023-06-25,Internet,Utilities,56.46,Expense
2020-07-12,Netflix,Entertainment,96.07,Expense
2020-04-09,Netflix,Entertainment,17.09,Expense
2023-01-24,Online Shop,Shopping,77.87,Expense
2021-02-17,Electricity Bill,Utilities,14.64,Expense
2020-04-20,Netflix,Entertainment,78.14,Expense
2022-01-06,KFC,Food & Drink,47.86,Expense
2022-02-02,Netflix,Entertainment,33.68,Expense
2020-04-06,Clothes,Shopping,18.69,Expense
2024-12-13,Online Shop,Shopping,21.87,Expense
2022-09-08,Online Shop,Shopping,11.02,Expense
2023-03-05,Starbucks,Food & Drink,45.15,Expense
2024-10-05,McDonalds,Food & Drink,74.22,Expense
2021-08-25,Electricity Bill,Utilities,33.86,Expense
2021-09-24,Cinema,Entertainment,30.25,Expense
2023-01-25,Clothes,Shopping,65.67,Expense
2024-04-15,Electricity Bill,Utilities,34.88,Expense
2023-06-25,Internet,Utilities,62.78,Expense
2021-03-27,McDonalds,Food & Drink,63.46,Expense
2022-05-15,Netflix,Entertainment,42.47,Expense
2024-02-04,Internet,Utilities,117.93,Expense
2020-08-30,Internet,Utilities,28.83,Expense
2023-12-03,Starbucks,Food & Drink,45.03,Expense
2021-06-04,Electricity Bill,Utilities,5.39,Expense
2020-11-17,Cinema,Entertainment,50.34,Expense
2022-05-23,Online Shop,Shopping,31.58,Expense
2024-12-08,Internet,Utilities,94.21,Expense
2021-06-16,Electricity Bill,Utilities,62.33,Expense
2024-08-18,Clothes,Shopping,91.42,Expense
2023-03-24,KFC,Food & Drink,18.37,Expense
2024-06-04,KFC,Food & Drink,41.25,Expense
2021-05-11,KFC,Food & Drink,42.03,Expense
2021-07-22,Netflix,Entertainment,27.08,Expense
2023-04-26,KFC,Food & Drink,28.19,Expense
2023-10-09,Netflix,Entertainment,73.13,Expense
2021-12-10,Electricity Bill,Utilities,51.42,Expense
2020-12-14,Starbucks,Food & Drink,52.41,Expense
2021-03-24,Starbucks,Food & Drink,75.74,Expense
2024-07-08,KFC,Food & Drink,29.35,Expense
2023-08-07,Starbucks,Food & Drink,19.07,Expense
2022-07-24,Electricity Bill,Utilities,111.07,Expense
2020-08-24,Clothes,Shopping,73.81,Expense
2021-12-03,McDonalds,Food & Drink,57.49,Expense
2020-02-02,Online Shop,Shopping,90.77,Expense
2022-11-08,Cinema,Entertainment,42.97,Expense
2022-02-23,Online Shop,Shopping,36.61,Expense
2021-10-17,Online Shop,Shopping,71.1,Expense
2022-05-29,Clothes,Shopping,43.53,Expense
2023-11-07,KFC,Food & Drink,8.06,Expense
2021-04-14,Starbucks,Food & Drink,46.76,Expense
2020-10-16,Clothes,Shopping,13.05,Expense
2020-03-15,Clothes,Shopping,118.49,Expense
2022-08-21,Netflix,Entertainment,111.39,Expense
2023-07-25,Netflix,Entertainment,38.69,Expense
2021-08-02,Online Shop,Shopping,68.9,Expense
2021-07-11,Online Shop,Shopping,129.54,Expense
2020-04-26,KFC,Food & Drink,32.26,Expense
2021-08-26,Electricity Bill,Utilities,57.65,Expense
2024-01-22,Electricity Bill,Utilities,54.39,Expense
2023-02-28,Online Shop,Shopping,18.41,Expense
2022-10-11,Electricity Bill,Utilities,7.18,Expense
2024-01-23,Internet,Utilities,41.47,Expense
2024-05-14,KFC,Food & Drink,78.62,Expense
2020-01-10,Clothes,Shopping,19.2,Expense
2022-03-02,Netflix,Entertainment,36.34,Expense
2020-09-29,Electricity Bill,Utilities,62.22,Expense
2023-08-19,Online Shop,Shopping,100.76,Expense
2023-11-14,Internet,Utilities,35.96,Expense
2020-03-17,Internet,Utilities,60.61,Expense
2023-04-17,Online Shop,Shopping,25.47,Expense
2022-11-24,Internet,Utilities,40.7,Expense
2024-02-04,Netflix,Entertainment,141.58,Expense
2022-06-30,Cinema,Entertainment,6.63,Expense
2021-10-04,Clothes,Shopping,25.73,Expense
2024-06-22,Internet,Utilities,105.74,Expense
2023-12-09,Clothes,Shopping,67.6,Expense
2023-12-29,Cinema,Entertainment,49.88,Expense
2023-05-13,KFC,Food & Drink,104.03,Expense
2020-05-26,Clothes,Shopping,39.72,Expense
2022-08-13,Cinema,Entertainment,85.75,Expense
2024-08-10,Clothes,Shopping,105.98,Expense
2022-11-27,KFC,Food & Drink,60.63,Expense
2022-07-06,Online Shop,Shopping,51.24,Expense
2021-06-19,Clothes,Shopping,73.23,Expense
2022-07-30,Internet,Utilities,111.83,Expense
2020-06-17,Electricity Bill,Utilities,21.01,Expense
2021-07-11,Clothes,Shopping,80.37,Expense
2022-02-03,Online Shop,Shopping,71.49,Expense
2024-08-18,Electricity Bill,Utilities,82.59,Expense
2020-04-21,KFC,Food & Drink,7.16,Expense
2023-12-14,McDonalds,Food & Drink,25.63,Expense
2023-11-30,Clothes,Shopping,9.57,Expense
2021-07-07,Starbucks,Food & Drink,59.33,Expense
2020-06-08,Clothes,Shopping,48.77,Expense
2023-06-26,Cinema,Entertainment,69.86,Expense
2022-12-23,Cinema,Entertainment,62.92,Expense
2022-05-09,Electricity Bill,Utilities,64.79,Expense
2021-02-21,Electricity Bill,Utilities,83.03,Expense
2022-03-27,Starbucks,Food & Drink,103.65,Expense
2023-04-23,Clothes,Shopping,116.63,Expense
2024-09-11,McDonalds,Food & Drink,70.13,Expense
2022-07-26,Electricity Bill,Utilities,59.04,Expense
2023-02-13,Cinema,Entertainment,12.78,Expense
2020-01-21,McDonalds,Food & Drink,10.58,Expense
2022-02-22,Electricity Bill,Utilities,79.74,Expense
2020-07-05,Internet,Utilities,46.95,Expense
2023-06-09,Netflix,Entertainment,52.79,Expense
2024-03-12,KFC,Food & Drink,20.63,Expense
2020-10-23,Electricity Bill,Utilities,32.17,Expense
2020-05-31,Cinema,Entertainment,34.39,Expense
2021-06-15,Starbucks,Food & Drink,34.0,Expense
2024-12-16,Internet,Utilities,56.08,Expense
2024-07-31,McDonalds,Food & Drink,31.33,Expense
2020-08-16,KFC,Food & Drink,83.49,Expense
2022-09-14,Netflix,Entertainment,45.87,Expense
2024-05-18,McDonalds,Food & Drink,55.48,Expense
2023-06-28,Netflix,Entertainment,51.13,Expense
2020-06-22,Online Shop,Shopping,23.36,Expense
2023-02-04,Internet,Utilities,110.4,Expense
2024-12-11,Netflix,Entertainment,46.49,Expense
2020-12-22,Cinema,Entertainment,41.28,Expense
2022-11-24,Starbucks,Food & Drink,59.0,Expense
2022-10-22,Internet,Utilities,45.44,Expense
2023-12-05,Online Shop,Shopping,67.66,Expense
2023-09-29,McDonalds,Food & Drink,7.71,Expense
2022-02-03,Electricity Bill,Utilities,56.4,Expense
2021-08-21,Cinema,Entertainment,139.2,Expense
2023-10-02,Starbucks,Food & Drink,19.18,Expense
2024-10-18,KFC,Food & Drink,44.41,Expense
2023-12-15,Online Shop,Shopping,61.3,Expense
2020-02-25,Internet,Utilities,74.3,Expense
2023-01-02,Starbucks,Food & Drink,57.46,Expense
2021-12-31,Electricity Bill,Utilities,34.85,Expense
2023-09-15,Cinema,Entertainment,24.76,Expense
2022-11-09,Online Shop,Shopping,34.63,Expense
2023-02-14,Online Shop,Shopping,49.84,Expense
2022-10-28,Electricity Bill,Utilities,31.91,Expense
2022-07-06,Netflix,Entertainment,74.89,Expense
2020-03-06,KFC,Food & Drink,66.59,Expense
2022-01-21,Clothes,Shopping,7.18,Expense
2020-09-05,Internet,Utilities,66.56,Expense
2021-06-30,Cinema,Entertainment,44.55,Expense
2022-02-18,Electricity Bill,Utilities,72.98,Expense
2022-02-09,KFC,Food & Drink,68.12,Expense
2023-01-10,Starbucks,Food & Drink,6.76,Expense
2022-01-21,Online Shop,Shopping,62.39,Expense
2022-05-28,Netflix,Entertainment,62.84,Expense
2024-08-30,Online Shop,Shopping,34.56,Expense
2020-04-26,KFC,Food & Drink,126.18,Expense
2020-01-21,Electricity Bill,Utilities,44.53,Expense
2023-03-19,Clothes,Shopping,35.98,Expense
2024-01-19,Netflix,Entertainment,32.39,Expense
2024-07-31,KFC,Food & Drink,69.74,Expense
2021-10-13,KFC,Food & Drink,68.48,Expense
2022-07-05,McDonalds,Food & Drink,59.73,Expense
2021-03-27,Cinema,Entertainment,72.79,Expense
2024-04-25,Cinema,Entertainment,65.01,Expense
2023-09-08,McDonalds,Food & Drink,72.33,Expense
2021-02-23,Internet,Utilities,57.84,Expense
2023-03-22,Starbucks,Food & Drink,28.23,Expense
2023-01-31,Internet,Utilities,29.17,Expense
2021-01-05,Internet,Utilities,31.3,Expense
2024-01-08,Internet,Utilities,40.94,Expense
2024-07-06,Clothes,Shopping,144.63,Expense
2023-12-05,Online Shop,Shopping,39.73,Expense
2024-06-24,McDonalds,Food & Drink,24.25,Expense
2020-03-07,KFC,Food & Drink,37.36,Expense
2024-09-17,Online Shop,Shopping,69.33,Expense
2024-06-06,Online Shop,Shopping,61.86,Expense
2022-06-29,Internet,Utilities,62.58,Expense
2023-12-25,Netflix,Entertainment,14.79,Expense
2020-05-26,Starbucks,Food & Drink,44.62,Expense
2020-05-29,Netflix,Entertainment,32.15,Expense
2023-05-28,Electricity Bill,Utilities,131.5,Expense
2023-06-24,Internet,Utilities,60.75,Expense
2020-11-19,Electricity Bill,Utilities,57.28,Expense
2024-11-04,Clothes,Shopping,6.21,Expense
2020-06-19,McDonalds,Food & Drink,68.52,Expense
2024-05-11,Netflix,Entertainment,95.32,Expense
2020-01-11,Electricity Bill,Utilities,48.48,Expense
2023-04-26,Netflix,Entertainment,14.74,Expense
2020-10-20,KFC,Food & Drink,66.53,Expense
2022-10-25,Online Shop,Shopping,66.35,Expense
2020-09-27,Clothes,Shopping,75.11,Expense
2023-12-09,Online Shop,Shopping,138.14,Expense
2022-02-07,Starbucks,Food & Drink,62.0,Expense
2024-08-16,Internet,Utilities,58.62,Expense
2024-01-03,McDonalds,Food & Drink,20.91,Expense
2020-01-20,Internet,Utilities,24.57,Expense
2023-08-26,Electricity Bill,Utilities,122.35,Expense
2021-11-19,Clothes,Shopping,12.35,Expense
2021-09-09,Internet,Utilities,14.28,Expense
2020-11-03,Electricity Bill,Utilities,56.87,Expense
2023-10-22,Online Shop,Shopping,40.28,Expense
2024-02-24,Starbucks,Food & Drink,99.19,Expense
2020-05-02,Netflix,Entertainment,62.67,Expense
2022-12-23,Cinema,Entertainment,39.63,Expense
2024-12-28,Internet,Utilities,76.95,Expense
2021-08-19,Clothes,Shopping,57.97,Expense
2022-10-26,Clothes,Shopping,38.71,Expense
2024-01-13,Starbucks,Food & Drink,70.11,Expense
2024-10-28,Starbucks,Food & Drink,40.94,Expense
2020-02-04,Online Shop,Shopping,44.18,Expense
2023-02-09,Online Shop,Shopping,17.81,Expense
2022-04-16,Online Shop,Shopping,116.41,Expense
2021-07-27,Cinema,Entertainment,31.81,Expense
2020-07-27,Electricity Bill,Utilities,26.93,Expense
2020-01-14,Netflix,Entertainment,50.47,Expense
2023-06-18,Netflix,Entertainment,97.8,Expense
2021-01-06,Online Shop,Shopping,38.96,Expense
2023-11-05,Cinema,Entertainment,20.05,Expense
2020-08-12,Starbucks,Food & Drink,9.84,Expense
2024-06-04,Clothes,Shopping,28.15,Expense
2023-06-27,Starbucks,Food & Drink,47.13,Expense
2022-10-14,McDonalds,Food & Drink,11.28,Expense
2021-01-26,Netflix,Entertainment,31.57,Expense
2024-11-22,Online Shop,Shopping,28.45,Expense
2021-02-28,Starbucks,Food & Drink,23.61,Expense
2022-04-29,Internet,Utilities,32.65,Expense
2020-01-05,Starbucks,Food & Drink,57.57,Expense
2023-02-11,KFC,Food & Drink,57.2,Expense
2022-07-25,Netflix,Entertainment,26.82,Expense
2020-04-12,McDonalds,Food & Drink,26.17,Expense
2023-11-11,Netflix,Entertainment,50.78,Expense
2021-06-08,McDonalds,Food & Drink,9.42,Expense
2021-05-16,Electricity Bill,Utilities,63.4,Expense
2021-07-23,Online Shop,Shopping,11.84,Expense
2024-11-24,Netflix,Entertainment,25.89,Expense
2022-05-02,Cinema,Entertainment,76.12,Expense
2020-04-28,Electricity Bill,Utilities,56.59,Expense
2024-09-20,KFC,Food & Drink,27.46,Expense
2024-10-05,Netflix,Entertainment,144.03,Expense
2022-02-12,Clothes,Shopping,33.22,Expense
2020-11-26,Cinema,Entertainment,64.48,Expense
2022-10-24,Clothes,Shopping,77.8,Expense
2024-02-06,Electricity Bill,Utilities,43.16,Expense
2023-04-27,Clothes,Shopping,25.04,Expense
2022-04-21,Electricity Bill,Utilities,53.86,Expense
2022-11-25,Cinema,Entertainment,13.76,Expense
2023-10-22,Internet,Utilities,50.09,Expense
2020-06-10,Online Shop,Shopping,14.83,Expense
2021-11-16,Cinema,Entertainment,41.67,Expense
2020-03-18,Netflix,Entertainment,13.98,Expense
2020-02-14,Online Shop,Shopping,78.66,Expense
2020-05-03,Cinema,Entertainment,45.57,Expense
2020-02-08,Netflix,Entertainment,56.15,Expense
2022-09-12,McDonalds,Food & Drink,50.58,Expense
2020-11-13,Starbucks,Food & Drink,53.6,Expense
2024-09-05,Electricity Bill,Utilities,57.11,Expense
2024-09-10,Internet,Utilities,60.08,Expense
2021-10-31,Internet,Utilities,110.77,Expense
2022-10-21,Clothes,Shopping,10.59,Expense
2023-01-04,KFC,Food & Drink,33.74,Expense
2021-12-25,Online Shop,Shopping,78.44,Expense
2023-01-22,KFC,Food & Drink,70.4,Expense
2022-11-15,Internet,Utilities,21.89,Expense
2024-01-07,Netflix,Entertainment,137.18,Expense
2021-11-05,Cinema,Entertainment,49.41,Expense
2024-08-23,Cinema,Entertainment,58.98,Expense
2021-06-04,Starbucks,Food & Drink,12.11,Expense
2024-10-14,Clothes,Shopping,74.7,Expense
2024-10-18,KFC,Food & Drink,35.27,Expense
2023-06-27,Cinema,Entertainment,73.13,Expense
2020-09-11,McDonalds,Food & Drink,45.43,Expense
2023-09-21,Netflix,Entertainment,43.42,Expense
2024-03-08,Cinema,Entertainment,50.42,Expense
2023-12-23,Internet,Utilities,45.23,Expense
2022-11-09,Cinema,Entertainment,34.74,Expense
2020-08-04,McDonalds,Food & Drink,54.94,Expense
2022-09-05,Starbucks,Food & Drink,68.95,Expense
2023-08-25,McDonalds,Food & Drink,6.89,Expense
2023-05-21,Internet,Utilities,42.83,Expense
2022-10-26,McDonalds,Food & Drink,71.82,Expense
2021-05-13,Clothes,Shopping,6.16,Expense
2022-02-10,Online Shop,Shopping,40.66,Expense
2021-07-23,Internet,Utilities,22.39,Expense
2024-09-02,Clothes,Shopping,42.76,Expense
2020-08-25,Clothes,Shopping,42.69,Expense
2020-07-09,Clothes,Shopping,27.99,Expense
2020-02-22,Netflix,Entertainment,50.92,Expense
2023-09-23,Netflix,Entertainment,84.2,Expense
2020-01-05,McDonalds,Food & Drink,22.28,Expense
2024-11-21,Internet,Utilities,64.89,Expense
2024-07-17,Electricity Bill,Utilities,50.09,Expense
2023-02-24,Cinema,Entertainment,46.73,Expense
2023-12-22,Online Shop,Shopping,77.81,Expense
2022-09-11,KFC,Food & Drink,41.37,Expense
2021-04-24,Electricity Bill,Utilities,142.69,Expense
2023-04-22,Cinema,Entertainment,24.54,Expense
2022-02-13,Netflix,Entertainment,131.2,Expense
2020-12-29,Online Shop,Shopping,24.59,Expense
2024-03-23,Online Shop,Shopping,77.67,Expense
2020-04-15,Starbucks,Food & Drink,32.68,Expense
2024-01-28,Starbucks,Food & Drink,82.57,Expense
2021-09-30,Online Shop,Shopping,78.75,Expense
2021-08-30,Cinema,Entertainment,32.3,Expense
2020-06-16,Starbucks,Food & Drink,36.86,Expense
2022-12-27,Electricity Bill,Utilities,66.23,Expense
2024-09-29,Electricity Bill,Utilities,92.31,Expense
2020-03-29,Online Shop,Shopping,66.65,Expense
2024-08-14,KFC,Food & Drink,39.55,Expense
2024-01-25,Netflix,Entertainment,67.69,Expense
2022-03-13,Cinema,Entertainment,82.12,Expense
2023-03-15,Clothes,Shopping,55.45,Expense
2022-10-15,KFC,Food & Drink,28.58,Expense
2023-03-08,KFC,Food & Drink,45.78,Expense
2020-10-11,Clothes,Shopping,89.45,Expense
2020-11-03,Online Shop,Shopping,69.82,Expense
2024-08-22,Online Shop,Shopping,49.86,Expense
2022-06-09,Electricity Bill,Utilities,59.9,Expense
2021-01-04,Online Shop,Shopping,27.75,Expense
2022-06-18,Netflix,Entertainment,109.1,Expense
2020-12-19,KFC,Food & Drink,105.9,Expense
2020-02-23,Electricity Bill,Utilities,28.04,Expense
2024-11-22,KFC,Food & Drink,41.93,Expense
2024-12-05,Starbucks,Food & Drink,65.37,Expense
2024-05-26,McDonalds,Food & Drink,134.44,Expense
2020-01-20,Cinema,Entertainment,70.03,Expense
2021-11-22,Internet,Utilities,64.16,Expense
2024-02-25,Electricity Bill,Utilities,109.11,Expense
2023-03-03,Netflix,Entertainment,35.69,Expense
2020-07-12,McDonalds,Food & Drink,37.97,Expense
2021-07-08,Clothes,Shopping,45.14,Expense
2022-01-25,Clothes,Shopping,33.37,Expense
2020-04-30,Cinema,Entertainment,57.87,Expense
2023-09-05,Netflix,Entertainment,13.07,Expense
2020-07-10,Electricity Bill,Utilities,15.55,Expense
2023-01-14,KFC,Food & Drink,111.94,Expense
2021-04-13,Online Shop,Shopping,66.86,Expense
2024-04-03,McDonalds,Food & Drink,50.24,Expense
2021-11-26,McDonalds,Food & Drink,39.96,Expense
2021-06-28,Electricity Bill,Utilities,51.5,Expense
2023-12-06,Starbucks,Food & Drink,28.83,Expense
2023-05-24,Cinema,Entertainment,22.6,Expense
2022-02-03,Netflix,Entertainment,48.48,Expense
2021-12-06,Starbucks,Food & Drink,12.55,Expense
2020-11-23,Electricity Bill,Utilities,56.55,Expense
2023-12-25,KFC,Food & Drink,61.07,Expense
2024-08-13,Clothes,Shopping,57.95,Expense
2022-05-09,KFC,Food & Drink,16.45,Expense
2021-07-16,Internet,Utilities,49.56,Expense
2021-06-06,Starbucks,Food & Drink,76.84,Expense
2022-06-16,Clothes,Shopping,18.1,Expense
2024-06-18,Netflix,Entertainment,65.6,Expense
2023-10-07,Internet,Utilities,129.23,Expense
2020-08-19,Electricity Bill,Utilities,51.08,Expense
2024-11-19,Electricity Bill,Utilities,38.21,Expense
2024-12-24,McDonalds,Food & Drink,45.25,Expense
2022-05-31,Starbucks,Food & Drink,13.95,Expense
2023-08-15,Online Shop,Shopping,40.85,Expense
2022-07-22,Starbucks,Food & Drink,71.89,Expense
2022-01-19,Clothes,Shopping,69.46,Expense
2024-11-30,Cinema,Entertainment,101.9,Expense
2020-04-30,Online Shop,Shopping,7.82,Expense
2022-05-13,Electricity Bill,Utilities,15.42,Expense
2023-08-06,McDonalds,Food & Drink,42.94,Expense
2024-10-18,Cinema,Entertainment,55.02,Expense
2023-03-11,Starbucks,Food & Drink,37.45,Expense
2021-10-28,Internet,Utilities,79.46,Expense
2021-10-08,Electricity Bill,Utilities,47.3,Expense
2024-10-26,Starbucks,Food & Drink,22.28,Expense
2022-11-21,Internet,Utilities,29.6,Expense
2021-12-02,Electricity Bill,Utilities,37.43,Expense
2022-03-16,Online Shop,Shopping,49.34,Expense
2022-04-22,KFC,Food & Drink,53.33,Expense
